timestamp;id;action;st_key;value;remark
2024-01-27 16:15:25.010520;-;loaded_login;;;
2024-01-27 16:15:25.010520;-;loaded_login;;;
2024-01-27 16:15:31.563505;-;loaded_login;;;
2024-01-27 16:15:31.563505;-;loaded_login;;;
2024-01-27 16:15:31.713274;-;loaded_login;;;
2024-01-27 16:15:31.713274;-;loaded_login;;;
2024-01-27 16:15:32.327793;2;entered_valid_credentials;;;
2024-01-27 16:15:32.327793;2;entered_valid_credentials;;;
2024-01-27 16:17:19.784449;-;loaded_login;;;
2024-01-27 16:17:19.784449;-;loaded_login;;;
2024-01-27 16:17:21.845205;-;loaded_login;;;
2024-01-27 16:17:21.845205;-;loaded_login;;;
2024-01-27 16:17:21.997375;-;loaded_login;;;
2024-01-27 16:17:21.997375;-;loaded_login;;;
2024-01-27 16:17:22.035053;-;loaded_login;;;
2024-01-27 16:17:22.035053;-;loaded_login;;;
2024-01-27 16:17:25.285284;-;loaded_login;;;
2024-01-27 16:17:25.285284;-;loaded_login;;;
2024-01-27 16:17:25.890560;2;entered_valid_credentials;;;
2024-01-27 16:17:25.890560;2;entered_valid_credentials;;;
2024-01-27 16:18:48.255321;-;loaded_login;;;
2024-01-27 16:18:48.255321;-;loaded_login;;;
2024-01-27 16:18:49.928050;-;loaded_login;;;
2024-01-27 16:18:49.928050;-;loaded_login;;;
2024-01-27 16:18:50.059622;-;loaded_login;;;
2024-01-27 16:18:50.059622;-;loaded_login;;;
2024-01-27 16:18:50.097338;-;loaded_login;;;
2024-01-27 16:18:50.097338;-;loaded_login;;;
2024-01-27 16:18:51.783076;-;loaded_login;;;
2024-01-27 16:18:51.783076;-;loaded_login;;;
2024-01-27 16:18:52.400096;2;entered_valid_credentials;;;
2024-01-27 16:18:52.400096;2;entered_valid_credentials;;;
2024-01-27 16:18:59.517135;2;entered_valid_totp;;;
2024-01-27 16:18:59.517135;2;entered_valid_totp;;;
2024-01-27 16:19:13.786221;2;edited_text;banking-recipient;	Emma Ebel;
2024-01-27 16:19:13.786221;2;edited_text;banking-recipient;	Emma Ebel;
2024-01-27 16:19:17.653347;2;edited_text;banking-value;16,32;
2024-01-27 16:19:17.653347;2;edited_text;banking-value;16,32;
2024-01-27 16:19:30.068728;2;edited_text;banking-message;Einkauf Wochenmarkt;
2024-01-27 16:19:30.068728;2;edited_text;banking-message;Einkauf Wochenmarkt;
2024-01-27 16:19:38.921835;2;clicked;banking-confirm;True;
2024-01-27 16:19:38.921835;2;clicked;banking-confirm;True;
2024-01-28 07:41:52.406114;-;loaded_login;;;
2024-01-28 07:41:52.406114;-;loaded_login;;;
2024-01-28 07:42:47.876040;-;loaded_login;;;
2024-01-28 07:42:47.876040;-;loaded_login;;;
2024-01-28 07:42:48.032280;-;loaded_login;;;
2024-01-28 07:42:48.032280;-;loaded_login;;;
2024-01-28 07:42:48.086772;-;loaded_login;;;
2024-01-28 07:42:48.086772;-;loaded_login;;;
2024-01-28 07:42:50.424750;-;loaded_login;;;
2024-01-28 07:42:50.424750;-;loaded_login;;;
2024-01-28 07:42:50.633326;-;loaded_login;;;
2024-01-28 07:42:50.633326;-;loaded_login;;;
2024-01-28 07:42:51.229797;3;entered_valid_credentials;;;
2024-01-28 07:42:51.229797;3;entered_valid_credentials;;;
2024-01-28 07:43:18.591202;-;loaded_login;;;
2024-01-28 07:43:18.591202;-;loaded_login;;;
2024-01-28 07:43:20.551090;-;loaded_login;;;
2024-01-28 07:43:20.551090;-;loaded_login;;;
2024-01-28 07:43:20.730819;-;loaded_login;;;
2024-01-28 07:43:20.730819;-;loaded_login;;;
2024-01-28 07:43:20.776417;-;loaded_login;;;
2024-01-28 07:43:20.776417;-;loaded_login;;;
2024-01-28 07:43:22.222568;-;loaded_login;;;
2024-01-28 07:43:22.222568;-;loaded_login;;;
2024-01-28 07:43:22.441160;-;loaded_login;;;
2024-01-28 07:43:22.441160;-;loaded_login;;;
2024-01-28 07:43:23.054586;3;entered_valid_credentials;;;
2024-01-28 07:43:23.054586;3;entered_valid_credentials;;;
2024-01-28 07:43:31.362068;3;entered_valid_totp;;;
2024-01-28 07:43:31.362068;3;entered_valid_totp;;;
2024-01-28 07:43:46.284321;3;edited_text;banking-recipient;Justus Jauch;
2024-01-28 07:43:46.284321;3;edited_text;banking-recipient;Justus Jauch;
2024-01-28 07:43:51.691523;3;edited_text;banking-value;73;
2024-01-28 07:43:51.691523;3;edited_text;banking-value;73;
2024-01-28 07:43:59.903598;3;edited_text;banking-message;Anteil Unterkunft;
2024-01-28 07:43:59.903598;3;edited_text;banking-message;Anteil Unterkunft;
2024-01-28 07:44:07.655377;3;clicked;banking-confirm;True;
2024-01-28 07:44:07.655377;3;clicked;banking-confirm;True;
2024-01-28 07:44:18.999872;3;logout;;;
2024-01-28 07:44:18.999872;3;logout;;;
2024-01-28 07:44:19.056703;-;loaded_login;;;
2024-01-28 07:44:19.056703;-;loaded_login;;;
2024-01-28 07:44:20.893734;-;loaded_login;;;
2024-01-28 07:44:20.893734;-;loaded_login;;;
2024-01-28 07:52:22.589872;-;loaded_login;;;
2024-01-28 07:52:22.589872;-;loaded_login;;;
2024-01-28 07:54:06.369956;-;loaded_login;;;
2024-01-28 07:54:06.369956;-;loaded_login;;;
2024-01-28 07:54:06.505589;-;loaded_login;;;
2024-01-28 07:54:06.505589;-;loaded_login;;;
2024-01-28 07:54:06.554254;-;loaded_login;;;
2024-01-28 07:54:06.554254;-;loaded_login;;;
2024-01-28 07:54:13.108287;-;loaded_login;;;
2024-01-28 07:54:13.108287;-;loaded_login;;;
2024-01-28 07:54:13.721432;1;entered_valid_credentials;;;
2024-01-28 07:54:13.721432;1;entered_valid_credentials;;;
2024-01-28 07:54:29.353354;1;entered_valid_totp;;;
2024-01-28 07:54:29.353354;1;entered_valid_totp;;;
2024-01-28 07:55:16.479324;1;edited_text;banking-recipient;Justus Jauch;
2024-01-28 07:55:16.479324;1;edited_text;banking-recipient;Justus Jauch;
2024-01-28 07:55:28.005825;1;edited_text;banking-value;73 ;
2024-01-28 07:55:28.005825;1;edited_text;banking-value;73 ;
2024-01-28 07:55:36.431144;1;edited_text;banking-message;Anteil Unterkunft;
2024-01-28 07:55:36.431144;1;edited_text;banking-message;Anteil Unterkunft;
2024-01-28 07:55:36.626251;1;clicked;banking-confirm;True;
2024-01-28 07:55:36.626251;1;clicked;banking-confirm;True;
2024-01-28 07:58:26.236414;-;loaded_login;;;
2024-01-28 07:58:26.236414;-;loaded_login;;;
2024-01-28 07:59:03.884056;-;loaded_login;;;
2024-01-28 07:59:03.884056;-;loaded_login;;;
2024-01-28 07:59:04.051937;-;loaded_login;;;
2024-01-28 07:59:04.051937;-;loaded_login;;;
2024-01-28 07:59:04.106300;-;loaded_login;;;
2024-01-28 07:59:04.106300;-;loaded_login;;;
2024-01-28 07:59:05.618880;-;loaded_login;;;
2024-01-28 07:59:05.618880;-;loaded_login;;;
2024-01-28 07:59:06.223288;1;entered_valid_credentials;;;
2024-01-28 07:59:06.223288;1;entered_valid_credentials;;;
2024-01-28 07:59:56.433602;1;entered_valid_totp;;;
2024-01-28 07:59:56.433602;1;entered_valid_totp;;;
2024-01-28 08:00:04.152971;1;logout;;;
2024-01-28 08:00:04.152971;1;logout;;;
2024-01-28 08:00:04.210904;-;loaded_login;;;
2024-01-28 08:00:04.210904;-;loaded_login;;;
2024-01-28 08:00:07.642714;-;loaded_login;;;
2024-01-28 08:00:07.642714;-;loaded_login;;;
2024-01-28 08:50:17.985765;-;loaded_login;;;
2024-01-28 08:50:17.985765;-;loaded_login;;;
2024-01-28 08:50:29.393436;-;loaded_login;;;
2024-01-28 08:50:29.393436;-;loaded_login;;;
2024-01-28 10:01:51.201542;-;loaded_login;;;
2024-01-28 10:01:51.201542;-;loaded_login;;;
2024-01-28 10:06:23.325028;-;loaded_login;;;
2024-01-28 10:06:23.325028;-;loaded_login;;;
2024-01-28 10:06:37.538697;-;loaded_login;;;
2024-01-28 10:06:37.538697;-;loaded_login;;;
2024-01-28 10:06:38.198279;5;entered_valid_credentials;;;
2024-01-28 10:06:38.198279;5;entered_valid_credentials;;;
2024-01-28 10:11:56.808489;5;finished_totp_setup;;;
2024-01-28 10:11:56.808489;5;finished_totp_setup;;;
2024-01-28 16:14:34.935136;-;loaded_login;;;
2024-01-28 16:14:34.935136;-;loaded_login;;;
2024-01-28 16:14:46.133464;-;loaded_login;;;
2024-01-28 16:14:46.133464;-;loaded_login;;;
2024-01-28 16:15:14.463691;-;loaded_login;;;
2024-01-28 16:15:14.463691;-;loaded_login;;;
2024-01-28 16:15:24.473345;-;loaded_login;;;
2024-01-28 16:15:24.473345;-;loaded_login;;;
2024-01-28 16:15:24.656787;-;loaded_login;;;
2024-01-28 16:15:24.656787;-;loaded_login;;;
2024-01-28 16:15:25.311121;-;loaded_login;;;
2024-01-28 16:15:25.311121;-;loaded_login;;;
2024-01-28 16:15:40.498270;-;loaded_login;;;
2024-01-28 16:15:40.498270;-;loaded_login;;;
2024-01-28 16:15:40.665279;-;loaded_login;;;
2024-01-28 16:15:40.665279;-;loaded_login;;;
2024-01-28 16:15:41.283554;5;entered_valid_credentials;;;
2024-01-28 16:15:41.283554;5;entered_valid_credentials;;;
2024-01-28 16:16:28.782399;5;entered_valid_totp;;;
2024-01-28 16:16:28.782399;5;entered_valid_totp;;;
2024-01-28 17:17:07.687758;-;loaded_login;;;
2024-01-28 17:17:07.687758;-;loaded_login;;;
2024-01-28 17:17:09.429994;-;loaded_login;;;
2024-01-28 17:17:09.429994;-;loaded_login;;;
2024-01-28 17:17:09.543453;-;loaded_login;;;
2024-01-28 17:17:09.543453;-;loaded_login;;;
2024-01-28 17:17:09.588625;-;loaded_login;;;
2024-01-28 17:17:09.588625;-;loaded_login;;;
2024-01-28 17:17:15.507329;-;loaded_login;;;
2024-01-28 17:17:15.507329;-;loaded_login;;;
2024-01-28 17:17:16.102363;2;entered_valid_credentials;;;
2024-01-28 17:17:16.102363;2;entered_valid_credentials;;;
2024-01-28 17:17:30.995587;2;entered_valid_totp;;;
2024-01-28 17:17:30.995587;2;entered_valid_totp;;;
2024-01-28 17:17:38.330399;2;edited_text;banking-recipient;Justus Jauch;
2024-01-28 17:17:38.330399;2;edited_text;banking-recipient;Justus Jauch;
2024-01-28 17:17:41.341518;2;edited_text;banking-value;73;
2024-01-28 17:17:41.341518;2;edited_text;banking-value;73;
2024-01-28 17:18:04.322564;2;edited_text;banking-message;Anteil Unterkunft;
